Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
OSL Mismatch Diff % (%),-52.93,-52.93,-52.93,-52.93,-52.93,-52.93,-52.93,-52.93,-52.93,-52.93,-52.93,-52.93,-52.93,0.00
Output Sequence Length (tokens),482.00,482.00,482.00,482.00,482.00,482.00,482.00,482.00,482.00,482.00,482.00,482.00,482.00,0.00
Output Token Count (tokens),273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,0.00
Output Token Throughput Per User (tokens/sec/user),87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,0.00
Prefill Throughput Per User (tokens/sec/user),7629.88,7629.88,7629.88,7629.88,7629.88,7629.88,7629.88,7629.88,7629.88,7629.88,7629.88,7629.88,7629.88,0.00
Reasoning Token Count (tokens),209.00,209.00,209.00,209.00,209.00,209.00,209.00,209.00,209.00,209.00,209.00,209.00,209.00,0.00
Request Latency (ms),6603.72,6603.72,6603.72,6603.72,6603.72,6603.72,6603.72,6603.72,6603.72,6603.72,6603.72,6603.72,6603.72,0.00
Time to First Output Token (ms),4073.95,4073.95,4073.95,4073.95,4073.95,4073.95,4073.95,4073.95,4073.95,4073.95,4073.95,4073.95,4073.95,0.00
Time to First Token (ms),1074.72,1074.72,1074.72,1074.72,1074.72,1074.72,1074.72,1074.72,1074.72,1074.72,1074.72,1074.72,1074.72,0.00
Time to Second Token (ms),18.61,18.61,18.61,18.61,18.61,18.61,18.61,18.61,18.61,18.61,18.61,18.61,18.61,0.00
Tokens In Flight (tokens),8371.01,0.00,8682.00,,,,,,8253.13,,8658.31,8679.63,8679.63,361.66
Usage Accepted Prediction Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Completion Audio Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Completion Tokens (tokens),482.00,482.00,482.00,482.00,482.00,482.00,482.00,482.00,482.00,482.00,482.00,482.00,482.00,0.00
Usage Prompt Audio Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),8200.00,8200.00,8200.00,8200.00,8200.00,8200.00,8200.00,8200.00,8200.00,8200.00,8200.00,8200.00,8200.00,0.00
Usage Reasoning Tokens (tokens),209.00,209.00,209.00,209.00,209.00,209.00,209.00,209.00,209.00,209.00,209.00,209.00,209.00,0.00
Usage Rejected Prediction Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Total Tokens (tokens),8682.00,8682.00,8682.00,8682.00,8682.00,8682.00,8682.00,8682.00,8682.00,8682.00,8682.00,8682.00,8682.00,0.00

Metric,Value
Benchmark Duration (sec),6.60
Input Token Throughput (tokens/sec),1235.50
OSL Mismatch Count,1.00
Output Token Throughput (tokens/sec),72.62
Overall Usage Prompt Cache Read % (%),0.00
Request Count,1.00
Request Throughput (requests/sec),0.15
Total Input Sequence Length (tokens),8200.00
Total Output Sequence Length (tokens),482.00
Total Output Tokens (tokens),273.00
Total Reasoning Tokens (tokens),209.00
Total Token Throughput (tokens/sec),1308.12
Total Usage Accepted Prediction Tokens (tokens),0.00
Total Usage Completion Audio Tokens (tokens),0.00
Total Usage Completion Tokens (tokens),482.00
Total Usage Prompt Audio Tokens (tokens),0.00
Total Usage Prompt Cache Read Tokens (tokens),0.00
Total Usage Prompt Tokens (tokens),8200.00
Total Usage Reasoning Tokens (tokens),209.00
Total Usage Rejected Prediction Tokens (tokens),0.00
Total Usage Total Tokens (tokens),8682.00
