Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,381.00,381.00,381.00,381.00,381.00,381.00,381.00,381.00,381.00,381.00,381.00,381.00,381.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),20.56,20.56,20.56,20.56,20.56,20.56,20.56,20.56,20.56,20.56,20.56,20.56,20.56,0.00
HTTP Connection Overhead (ms),22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,0.00
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),318.09,318.09,318.09,318.09,318.09,318.09,318.09,318.09,318.09,318.09,318.09,318.09,318.09,0.00
HTTP Data Sent (KB),35.24,35.24,35.24,35.24,35.24,35.24,35.24,35.24,35.24,35.24,35.24,35.24,35.24,0.00
HTTP DNS Lookup (ms),2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,0.00
HTTP Duration (excl. conn) (ms),12863.14,12863.14,12863.14,12863.14,12863.14,12863.14,12863.14,12863.14,12863.14,12863.14,12863.14,12863.14,12863.14,0.00
HTTP Receiving (ms),11194.41,11194.41,11194.41,11194.41,11194.41,11194.41,11194.41,11194.41,11194.41,11194.41,11194.41,11194.41,11194.41,0.00
HTTP Sending (ms),20.98,20.98,20.98,20.98,20.98,20.98,20.98,20.98,20.98,20.98,20.98,20.98,20.98,0.00
HTTP Total Time (ms),12885.77,12885.77,12885.77,12885.77,12885.77,12885.77,12885.77,12885.77,12885.77,12885.77,12885.77,12885.77,12885.77,0.00
HTTP Waiting (TTFB) (ms),1647.75,1647.75,1647.75,1647.75,1647.75,1647.75,1647.75,1647.75,1647.75,1647.75,1647.75,1647.75,1647.75,0.00
Input Sequence Length (tokens),8199.00,8199.00,8199.00,8199.00,8199.00,8199.00,8199.00,8199.00,8199.00,8199.00,8199.00,8199.00,8199.00,0.00
Inter Chunk Latency (ms),13.23,0.00,172.78,11194.36,0.00,0.00,0.00,0.00,0.00,34.78,38.95,42.02,61.51,19.37
Inter Token Latency (ms),13.20,13.20,13.20,13.20,13.20,13.20,13.20,13.20,13.20,13.20,13.20,13.20,13.20,0.00
OSL Mismatch Diff % (%),-17.09,-17.09,-17.09,-17.09,-17.09,-17.09,-17.09,-17.09,-17.09,-17.09,-17.09,-17.09,-17.09,0.00
Output Sequence Length (tokens),849.00,849.00,849.00,849.00,849.00,849.00,849.00,849.00,849.00,849.00,849.00,849.00,849.00,0.00
Output Token Count (tokens),92.00,92.00,92.00,92.00,92.00,92.00,92.00,92.00,92.00,92.00,92.00,92.00,92.00,0.00
Output Token Throughput Per User (tokens/sec/user),75.75,75.75,75.75,75.75,75.75,75.75,75.75,75.75,75.75,75.75,75.75,75.75,75.75,0.00
Prefill Throughput Per User (tokens/sec/user),4912.68,4912.68,4912.68,4912.68,4912.68,4912.68,4912.68,4912.68,4912.68,4912.68,4912.68,4912.68,4912.68,0.00
Reasoning Token Count (tokens),757.00,757.00,757.00,757.00,757.00,757.00,757.00,757.00,757.00,757.00,757.00,757.00,757.00,0.00
Request Latency (ms),12863.31,12863.31,12863.31,12863.31,12863.31,12863.31,12863.31,12863.31,12863.31,12863.31,12863.31,12863.31,12863.31,0.00
Time to First Output Token (ms),12270.58,12270.58,12270.58,12270.58,12270.58,12270.58,12270.58,12270.58,12270.58,12270.58,12270.58,12270.58,12270.58,0.00
Time to First Token (ms),1668.95,1668.95,1668.95,1668.95,1668.95,1668.95,1668.95,1668.95,1668.95,1668.95,1668.95,1668.95,1668.95,0.00
Time to Second Token (ms),29.98,29.98,29.98,29.98,29.98,29.98,29.98,29.98,29.98,29.98,29.98,29.98,29.98,0.00
Tokens In Flight (tokens),8515.46,0.00,9048.00,,,,,,8505.72,,8878.60,8954.78,9031.96,360.13
Usage Completion Audio Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Completion Tokens (tokens),849.00,849.00,849.00,849.00,849.00,849.00,849.00,849.00,849.00,849.00,849.00,849.00,849.00,0.00
Usage Prompt Audio Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),8199.00,8199.00,8199.00,8199.00,8199.00,8199.00,8199.00,8199.00,8199.00,8199.00,8199.00,8199.00,8199.00,0.00
Usage Reasoning Tokens (tokens),757.00,757.00,757.00,757.00,757.00,757.00,757.00,757.00,757.00,757.00,757.00,757.00,757.00,0.00
Usage Total Tokens (tokens),9048.00,9048.00,9048.00,9048.00,9048.00,9048.00,9048.00,9048.00,9048.00,9048.00,9048.00,9048.00,9048.00,0.00

Metric,Value
Benchmark Duration (sec),12.86
Input Token Throughput (tokens/sec),636.83
OSL Mismatch Count,1.00
Output Token Throughput (tokens/sec),65.94
Overall Usage Prompt Cache Read % (%),0.00
Request Count,1.00
Request Throughput (requests/sec),0.08
Total Input Sequence Length (tokens),8199.00
Total Output Sequence Length (tokens),849.00
Total Output Tokens (tokens),92.00
Total Reasoning Tokens (tokens),757.00
Total Token Throughput (tokens/sec),702.78
Total Usage Completion Audio Tokens (tokens),0.00
Total Usage Completion Tokens (tokens),849.00
Total Usage Prompt Audio Tokens (tokens),0.00
Total Usage Prompt Cache Read Tokens (tokens),0.00
Total Usage Prompt Tokens (tokens),8199.00
Total Usage Reasoning Tokens (tokens),757.00
Total Usage Total Tokens (tokens),9048.00
