Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Chunks Sent,1.00,1.00,1.00,14.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,14.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),280.96,277.09,282.42,3933.48,277.17,277.51,277.95,279.94,282.18,282.25,282.37,282.41,282.42,1.87
HTTP Data Sent (KB),34.20,31.86,35.50,478.85,31.86,31.86,32.22,33.90,34.42,35.20,35.37,35.44,35.49,1.16
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),20480.59,18089.03,23513.70,286728.21,18168.41,18485.91,18715.40,19269.96,20670.10,21191.82,22552.46,23251.06,23461.17,1535.34
HTTP Receiving (ms),18853.21,17036.83,21661.94,263944.91,17110.35,17404.46,17627.24,17851.89,18705.80,19642.01,19968.33,20630.02,21455.56,1193.15
HTTP Sending (ms),0.15,0.10,0.28,2.16,0.10,0.11,0.11,0.13,0.15,0.16,0.18,0.21,0.27,0.04
HTTP Total Time (ms),20480.59,18089.03,23513.70,286728.21,18168.41,18485.91,18715.40,19269.96,20670.10,21191.82,22552.46,23251.06,23461.17,1535.34
HTTP Waiting (TTFB) (ms),1627.22,477.00,3555.15,22781.14,548.25,833.26,1033.18,1117.28,1411.08,1769.42,2986.29,3430.14,3530.14,836.06
Input Sequence Length (tokens),8280.00,8280.00,8280.00,115920.00,8280.00,8280.00,8280.00,8280.00,8280.00,8280.00,8280.00,8280.00,8280.00,0.00
Inter Chunk Latency (ms),18.47,0.00,2229.51,263938.53,0.00,0.00,0.00,0.00,7.10,32.06,36.31,42.79,76.18,34.73
Inter Token Latency (ms),18.43,16.65,21.17,258.00,16.73,17.01,17.23,17.45,18.29,19.20,19.52,20.17,20.97,1.17
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),1024.00,1024.00,1024.00,14336.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.00
Output Token Count (tokens),203.40,58.00,364.00,1017.00,58.44,60.20,62.40,69.00,210.00,316.00,344.80,354.40,362.08,124.67
Output Token Throughput Per User (tokens/sec/user),54.47,47.23,60.05,762.64,47.72,49.66,51.24,52.08,54.71,57.32,58.04,58.79,59.80,3.35
Prefill Throughput Per User (tokens/sec/user),6461.53,2328.87,17350.19,90461.44,2346.18,2415.43,2901.86,4706.18,5875.45,7416.66,8013.46,11321.66,16144.48,3492.68
Reasoning Token Count (tokens),951.36,660.00,1024.00,13319.00,666.24,691.20,739.80,957.75,1024.00,1024.00,1024.00,1024.00,1024.00,122.68
Request Latency (ms),20480.45,18089.11,23513.78,286726.30,18168.47,18485.88,18715.36,19270.03,20669.27,21191.14,22552.55,23251.13,23461.25,1535.30
Time to First Output Token (ms),17783.13,12760.67,22316.02,88915.65,12827.55,13095.11,13429.56,14432.90,17269.06,22137.00,22244.41,22280.22,22308.86,3904.27
Time to First Token (ms),1627.70,477.23,3555.37,22787.77,548.48,833.49,1033.41,1117.47,1411.38,1772.27,2986.51,3430.37,3530.37,836.13
Time to Second Token (ms),20.29,0.00,39.28,284.06,0.00,0.00,0.00,4.91,24.45,29.90,34.12,36.13,38.65,13.71
Tokens In Flight (tokens),8368.07,0.00,9304.00,,,,,,8728.00,,9188.00,9250.00,9292.00,1826.54
Usage Completion Tokens (tokens),1024.00,1024.00,1024.00,14336.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.00
Usage Prompt Cache Read Tokens (tokens),1182.71,0.00,8279.00,16558.00,0.00,0.00,0.00,0.00,0.00,0.00,5795.30,8279.00,8279.00,2897.05
Usage Prompt Tokens (tokens),8280.00,8280.00,8280.00,115920.00,8280.00,8280.00,8280.00,8280.00,8280.00,8280.00,8280.00,8280.00,8280.00,0.00
Usage Reasoning Tokens (tokens),951.36,660.00,1024.00,13319.00,666.24,691.20,739.80,957.75,1024.00,1024.00,1024.00,1024.00,1024.00,122.68
Usage Total Tokens (tokens),9304.00,9304.00,9304.00,130256.00,9304.00,9304.00,9304.00,9304.00,9304.00,9304.00,9304.00,9304.00,9304.00,0.00

Metric,Value
Benchmark Duration (sec),286.85
Input Token Throughput (tokens/sec),386.40
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),47.79
Overall Usage Prompt Cache Read % (%),14.28
Request Count,14.00
Request Throughput (requests/sec),0.05
Total Input Sequence Length (tokens),115920.00
Total Output Sequence Length (tokens),14336.00
Total Output Tokens (tokens),1017.00
Total Reasoning Tokens (tokens),13319.00
Total Token Throughput (tokens/sec),434.19
Total Usage Completion Tokens (tokens),14336.00
Total Usage Prompt Cache Read Tokens (tokens),16558.00
Total Usage Prompt Tokens (tokens),115920.00
Total Usage Reasoning Tokens (tokens),13319.00
Total Usage Total Tokens (tokens),130256.00
