Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Output Sequence Length (tokens),1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.00
Output Token Throughput Per User (tokens/sec/user),59.22,59.22,59.22,59.22,59.22,59.22,59.22,59.22,59.22,59.22,59.22,59.22,59.22,0.00
Prefill Throughput Per User (tokens/sec/user),4370.35,4370.35,4370.35,4370.35,4370.35,4370.35,4370.35,4370.35,4370.35,4370.35,4370.35,4370.35,4370.35,0.00
Reasoning Token Count (tokens),1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.00
Request Latency (ms),19151.78,19151.78,19151.78,19151.78,19151.78,19151.78,19151.78,19151.78,19151.78,19151.78,19151.78,19151.78,19151.78,0.00
Time to First Token (ms),1876.05,1876.05,1876.05,1876.05,1876.05,1876.05,1876.05,1876.05,1876.05,1876.05,1876.05,1876.05,1876.05,0.00
Time to Second Token (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tokens In Flight (tokens),8662.03,0.00,9223.00,,,,,,8677.98,,9109.33,9132.65,9205.51,360.79
Usage Completion Audio Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Completion Tokens (tokens),1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.00
Usage Prompt Audio Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),8199.00,8199.00,8199.00,8199.00,8199.00,8199.00,8199.00,8199.00,8199.00,8199.00,8199.00,8199.00,8199.00,0.00
Usage Reasoning Tokens (tokens),1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.00
Usage Total Tokens (tokens),9223.00,9223.00,9223.00,9223.00,9223.00,9223.00,9223.00,9223.00,9223.00,9223.00,9223.00,9223.00,9223.00,0.00

Metric,Value
Benchmark Duration (sec),19.15
Input Token Throughput (tokens/sec),427.54
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),53.40
Overall Usage Prompt Cache Read % (%),0.00
Request Count,1.00
Request Throughput (requests/sec),0.05
Total Input Sequence Length (tokens),8199.00
Total Output Sequence Length (tokens),1024.00
Total Reasoning Tokens (tokens),1024.00
Total Token Throughput (tokens/sec),480.94
Total Usage Completion Audio Tokens (tokens),0.00
Total Usage Completion Tokens (tokens),1024.00
Total Usage Prompt Audio Tokens (tokens),0.00
Total Usage Prompt Cache Read Tokens (tokens),0.00
Total Usage Prompt Tokens (tokens),8199.00
Total Usage Reasoning Tokens (tokens),1024.00
Total Usage Total Tokens (tokens),9223.00
