Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Receiving (ms),7436.95,7436.95,7436.95,7436.95,7436.95,7436.95,7436.95,7436.95,7436.95,7436.95,7436.95,7436.95,7436.95,0.00
HTTP Sending (ms),76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,0.00
HTTP Total Time (ms),8968.06,8968.06,8968.06,8968.06,8968.06,8968.06,8968.06,8968.06,8968.06,8968.06,8968.06,8968.06,8968.06,0.00
HTTP Waiting (TTFB) (ms),1375.63,1375.63,1375.63,1375.63,1375.63,1375.63,1375.63,1375.63,1375.63,1375.63,1375.63,1375.63,1375.63,0.00
Input Sequence Length (tokens),8207.00,8207.00,8207.00,8207.00,8207.00,8207.00,8207.00,8207.00,8207.00,8207.00,8207.00,8207.00,8207.00,0.00
Inter Chunk Latency (ms),11.80,0.00,85.16,7436.93,0.00,0.00,0.00,0.00,0.00,28.21,32.32,35.86,51.81,16.05
Inter Token Latency (ms),11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,0.00
OSL Mismatch Diff % (%),-38.18,-38.18,-38.18,-38.18,-38.18,-38.18,-38.18,-38.18,-38.18,-38.18,-38.18,-38.18,-38.18,0.00
Output Sequence Length (tokens),633.00,633.00,633.00,633.00,633.00,633.00,633.00,633.00,633.00,633.00,633.00,633.00,633.00,0.00
Output Token Count (tokens),633.00,633.00,633.00,633.00,633.00,633.00,633.00,633.00,633.00,633.00,633.00,633.00,633.00,0.00
Output Token Throughput Per User (tokens/sec/user),84.98,84.98,84.98,84.98,84.98,84.98,84.98,84.98,84.98,84.98,84.98,84.98,84.98,0.00
Prefill Throughput Per User (tokens/sec/user),5649.27,5649.27,5649.27,5649.27,5649.27,5649.27,5649.27,5649.27,5649.27,5649.27,5649.27,5649.27,5649.27,0.00
Reasoning Token Count (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Request Latency (ms),8889.69,8889.69,8889.69,8889.69,8889.69,8889.69,8889.69,8889.69,8889.69,8889.69,8889.69,8889.69,8889.69,0.00
Time to First Output Token (ms),1452.76,1452.76,1452.76,1452.76,1452.76,1452.76,1452.76,1452.76,1452.76,1452.76,1452.76,1452.76,1452.76,0.00
Time to First Token (ms),1452.76,1452.76,1452.76,1452.76,1452.76,1452.76,1452.76,1452.76,1452.76,1452.76,1452.76,1452.76,1452.76,0.00
Time to Second Token (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tokens In Flight (tokens),8470.95,0.00,8840.00,,,,,,8459.80,,8767.77,8806.90,8830.97,308.94
Usage Completion Tokens (tokens),633.00,633.00,633.00,633.00,633.00,633.00,633.00,633.00,633.00,633.00,633.00,633.00,633.00,0.00
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),8207.00,8207.00,8207.00,8207.00,8207.00,8207.00,8207.00,8207.00,8207.00,8207.00,8207.00,8207.00,8207.00,0.00
Usage Reasoning Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Total Tokens (tokens),8840.00,8840.00,8840.00,8840.00,8840.00,8840.00,8840.00,8840.00,8840.00,8840.00,8840.00,8840.00,8840.00,0.00

Metric,Value
Benchmark Duration (sec),8.89
Input Token Throughput (tokens/sec),922.53
OSL Mismatch Count,1.00
Output Token Throughput (tokens/sec),71.15
Overall Usage Prompt Cache Read % (%),0.00
Request Count,1.00
Request Throughput (requests/sec),0.11
Total Input Sequence Length (tokens),8207.00
Total Output Sequence Length (tokens),633.00
Total Output Tokens (tokens),633.00
Total Reasoning Tokens (tokens),0.00
Total Token Throughput (tokens/sec),993.69
Total Usage Completion Tokens (tokens),633.00
Total Usage Prompt Cache Read Tokens (tokens),0.00
Total Usage Prompt Tokens (tokens),8207.00
Total Usage Reasoning Tokens (tokens),0.00
Total Usage Total Tokens (tokens),8840.00
