Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Usage Prompt Audio Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Cache Read Tokens (tokens),1425.33,28.00,8256.00,25656.00,33.44,55.20,60.00,60.00,62.00,64.00,8253.20,8256.00,8256.00,3054.18
Usage Prompt Tokens (tokens),8277.00,8277.00,8277.00,148986.00,8277.00,8277.00,8277.00,8277.00,8277.00,8277.00,8277.00,8277.00,8277.00,0.00
Usage Reasoning Tokens (tokens),949.28,680.00,1024.00,17087.00,680.00,680.00,742.30,891.00,1024.00,1024.00,1024.00,1024.00,1024.00,118.69
Usage Rejected Prediction Tokens (tokens),722.00,93.00,1372.00,12996.00,100.65,131.25,140.80,161.75,978.50,1190.25,1244.00,1316.75,1360.95,517.18
Usage Total Tokens (tokens),9301.00,9301.00,9301.00,167418.00,9301.00,9301.00,9301.00,9301.00,9301.00,9301.00,9301.00,9301.00,9301.00,0.00

Metric,Value
Benchmark Duration (sec),288.62
Input Token Throughput (tokens/sec),496.62
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),61.44
Overall Usage Prompt Cache Read % (%),17.22
Request Count,18.00
Request Throughput (requests/sec),0.06
Total Input Sequence Length (tokens),148986.00
Total Output Sequence Length (tokens),18432.00
Total Output Tokens (tokens),1345.00
Total Reasoning Tokens (tokens),17087.00
Total Token Throughput (tokens/sec),558.05
Total Usage Accepted Prediction Tokens (tokens),9316.00
Total Usage Completion Audio Tokens (tokens),0.00
Total Usage Completion Tokens (tokens),18432.00
Total Usage Prompt Audio Tokens (tokens),0.00
Total Usage Prompt Cache Read Tokens (tokens),25656.00
Total Usage Prompt Tokens (tokens),148986.00
Total Usage Reasoning Tokens (tokens),17087.00
Total Usage Rejected Prediction Tokens (tokens),12996.00
Total Usage Total Tokens (tokens),167418.00
