Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Time to First Token (ms),1782.76,1557.00,2342.24,55265.67,1557.71,1576.71,1604.47,1660.18,1726.41,1862.34,2031.44,2152.26,2293.66,182.30
Time to Second Token (ms),18.30,0.00,51.49,567.34,2.80,9.90,10.82,11.51,14.98,19.94,31.23,42.75,50.89,10.95
Tokens In Flight (tokens),8150.57,0.00,9221.00,,,,,,8489.42,,9018.07,9108.20,9197.21,1845.93
Usage Completion Audio Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Completion Tokens (tokens),816.35,154.00,1024.00,25307.00,213.70,386.50,420.00,557.50,1022.00,1024.00,1024.00,1024.00,1024.00,275.44
Usage Prompt Audio Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),8196.97,8196.00,8197.00,254106.00,8196.30,8197.00,8197.00,8197.00,8197.00,8197.00,8197.00,8197.00,8197.00,0.18
Usage Reasoning Tokens (tokens),554.84,1.00,1024.00,17200.00,54.40,179.50,197.00,231.00,419.00,993.50,1024.00,1024.00,1024.00,362.72
Usage Total Tokens (tokens),9013.32,8351.00,9221.00,279413.00,8410.70,8583.50,8617.00,8754.50,9219.00,9221.00,9221.00,9221.00,9221.00,275.42

Metric,Value
Benchmark Duration (sec),297.49
Completed Requests (Success + Error),44.00
Context Overflow Count,0.00
Error Request Count,13.00
Input Token Throughput (tokens/sec),847.02
OSL Mismatch Count,13.00
Output Token Throughput (tokens/sec),84.36
Overall Usage Prompt Cache Read % (%),0.00
Request Count,31.00
Request Error Rate (%),29.55
Request Throughput (requests/sec),0.10
Total Input Sequence Length (tokens),254106.00
Total Output Sequence Length (tokens),25307.00
Total Output Tokens (tokens),8107.00
Total Reasoning Tokens (tokens),17200.00
Total Token Throughput (tokens/sec),931.37
Total Usage Completion Audio Tokens (tokens),0.00
Total Usage Completion Tokens (tokens),25307.00
Total Usage Prompt Audio Tokens (tokens),0.00
Total Usage Prompt Cache Read Tokens (tokens),0.00
Total Usage Prompt Tokens (tokens),254106.00
Total Usage Reasoning Tokens (tokens),17200.00
Total Usage Total Tokens (tokens),279413.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
