Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Output Sequence Length (tokens),983.00,368.00,1024.00,15728.00,466.40,860.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,158.79
Output Token Count (tokens),184.00,74.00,284.00,920.00,75.88,83.40,92.80,121.00,181.00,260.00,274.40,279.20,283.04,79.82
Output Token Throughput Per User (tokens/sec/user),69.17,43.02,100.27,1106.68,43.16,43.71,48.18,54.16,66.94,83.44,94.82,98.87,99.99,18.39
Prefill Throughput Per User (tokens/sec/user),4127.79,1049.62,7527.41,66044.68,1098.59,1294.47,1723.93,2367.27,3334.88,5963.28,6921.13,7398.80,7501.69,2073.58
Reasoning Token Count (tokens),925.50,187.00,1024.00,14808.00,269.95,601.75,752.00,938.25,1024.00,1024.00,1024.00,1024.00,1024.00,211.20
Request Latency (ms),17902.95,9647.06,27773.06,286447.15,9921.72,11020.37,12567.10,14021.43,18635.13,20375.14,23721.55,25597.42,27337.93,4781.28
Time to First Output Token (ms),14547.29,6708.22,19285.15,72736.47,6919.83,7766.29,8824.36,11998.57,16135.09,18609.44,19014.87,19150.01,19258.12,4677.96
Time to First Token (ms),2794.07,1099.58,7885.73,44705.14,1103.43,1118.81,1200.64,1389.12,2482.56,3500.74,5004.99,6482.57,7605.10,1841.26
Time to Second Token (ms),196.55,28.40,305.24,3144.85,29.05,31.64,91.62,175.91,218.43,243.86,250.22,266.53,297.50,72.27
Tokens In Flight (tokens),8285.51,0.00,9301.00,,,,,,8626.75,,9119.13,9205.84,9255.53,1824.96
Usage Completion Tokens (tokens),983.00,368.00,1024.00,15728.00,466.40,860.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,158.79
Usage Prompt Cache Read Tokens (tokens),2117.25,64.00,8277.00,33876.00,64.00,64.00,64.00,64.00,64.00,2117.25,8277.00,8277.00,8277.00,3556.33
Usage Prompt Tokens (tokens),8277.00,8277.00,8277.00,132432.00,8277.00,8277.00,8277.00,8277.00,8277.00,8277.00,8277.00,8277.00,8277.00,0.00
Usage Reasoning Tokens (tokens),925.50,187.00,1024.00,14808.00,269.95,601.75,752.00,938.25,1024.00,1024.00,1024.00,1024.00,1024.00,211.20
Usage Total Tokens (tokens),9260.00,8645.00,9301.00,148160.00,8743.40,9137.00,9301.00,9301.00,9301.00,9301.00,9301.00,9301.00,9301.00,158.79

Metric,Value
Benchmark Duration (sec),286.55
Input Token Throughput (tokens/sec),441.43
OSL Mismatch Count,1.00
Output Token Throughput (tokens/sec),52.43
Overall Usage Prompt Cache Read % (%),25.58
Request Count,16.00
Request Throughput (requests/sec),0.05
Total Input Sequence Length (tokens),132432.00
Total Output Sequence Length (tokens),15728.00
Total Output Tokens (tokens),920.00
Total Reasoning Tokens (tokens),14808.00
Total Token Throughput (tokens/sec),493.86
Total Usage Completion Tokens (tokens),15728.00
Total Usage Prompt Cache Read Tokens (tokens),33876.00
Total Usage Prompt Tokens (tokens),132432.00
Total Usage Reasoning Tokens (tokens),14808.00
Total Usage Total Tokens (tokens),148160.00
