Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Time to Second Token (ms),24.10,0.00,272.57,385.67,0.00,0.00,0.00,0.00,0.00,22.53,26.39,88.44,235.75,65.03
Tokens In Flight (tokens),5927.50,0.00,9220.00,,,,,,8293.50,,8954.78,9086.91,9192.94,3956.81
Usage Completion Tokens (tokens),822.00,274.00,1024.00,13152.00,291.40,361.00,404.50,601.25,1024.00,1024.00,1024.00,1024.00,1024.00,273.29
Usage Prompt Cache Read Tokens (tokens),2560.94,0.00,8195.00,40975.00,0.00,0.00,0.00,0.00,0.00,8195.00,8195.00,8195.00,8195.00,3798.48
Usage Prompt Tokens (tokens),8196.00,8196.00,8196.00,131136.00,8196.00,8196.00,8196.00,8196.00,8196.00,8196.00,8196.00,8196.00,8196.00,0.00
Usage Reasoning Tokens (tokens),505.50,186.00,1024.00,8088.00,186.90,190.50,205.50,265.25,301.00,1024.00,1024.00,1024.00,1024.00,352.57
Usage Total Tokens (tokens),9018.00,8470.00,9220.00,144288.00,8487.40,8557.00,8600.50,8797.25,9220.00,9220.00,9220.00,9220.00,9220.00,273.29

Metric,Value
Benchmark Duration (sec),286.10
Completed Requests (Success + Error),46.00
Context Overflow Count,0.00
Error Request Count,30.00
Input Token Throughput (tokens/sec),437.12
OSL Mismatch Count,6.00
Output Token Throughput (tokens/sec),43.84
Overall Usage Prompt Cache Read % (%),31.25
Request Count,16.00
Request Error Rate (%),65.22
Request Throughput (requests/sec),0.05
Total Input Sequence Length (tokens),131136.00
Total Output Sequence Length (tokens),13152.00
Total Output Tokens (tokens),5064.00
Total Reasoning Tokens (tokens),8088.00
Total Token Throughput (tokens/sec),480.96
Total Usage Completion Tokens (tokens),13152.00
Total Usage Prompt Cache Read Tokens (tokens),40975.00
Total Usage Prompt Tokens (tokens),131136.00
Total Usage Reasoning Tokens (tokens),8088.00
Total Usage Total Tokens (tokens),144288.00
