Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,11.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),305.66,104.14,395.90,3362.28,109.00,128.43,152.73,252.18,320.60,395.05,395.50,395.70,395.86,102.73
HTTP Data Sent (KB),35.43,34.35,37.08,389.77,34.37,34.44,34.53,34.72,34.88,36.35,36.65,36.87,37.04,0.94
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),14415.08,6563.26,17829.78,158565.91,6761.43,7554.12,8544.97,12238.65,16237.03,17326.18,17678.33,17754.06,17814.64,3830.84
HTTP Receiving (ms),12237.78,4752.39,16046.30,134615.61,4968.14,5831.14,6909.88,10457.71,14151.89,14484.71,15015.58,15530.94,15943.23,3550.36
HTTP Sending (ms),0.14,0.10,0.40,1.52,0.10,0.10,0.10,0.10,0.11,0.12,0.15,0.28,0.37,0.08
HTTP Total Time (ms),14415.08,6563.26,17829.78,158565.91,6761.43,7554.12,8544.97,12238.65,16237.03,17326.18,17678.33,17754.06,17814.64,3830.84
HTTP Waiting (TTFB) (ms),2177.16,1621.18,3605.67,23948.78,1621.49,1622.71,1624.24,1633.44,1794.02,2504.31,3494.27,3549.97,3594.53,772.84
Input Sequence Length (tokens),8196.00,8196.00,8196.00,90156.00,8196.00,8196.00,8196.00,8196.00,8196.00,8196.00,8196.00,8196.00,8196.00,0.00
Inter Chunk Latency (ms),14.14,0.00,461.18,134433.47,0.00,0.00,0.00,0.00,0.00,35.31,41.41,45.69,68.31,22.10
Inter Token Latency (ms),14.29,11.91,15.68,157.19,12.05,12.60,13.30,13.86,14.28,15.17,15.28,15.48,15.64,1.03
OSL Mismatch Diff % (%),-15.39,-69.63,0.00,-169.24,-68.24,-62.70,-55.76,-21.92,0.00,0.00,0.00,0.00,0.00,25.72
Output Sequence Length (tokens),866.45,311.00,1024.00,9531.00,325.20,382.00,453.00,799.50,1024.00,1024.00,1024.00,1024.00,1024.00,263.37
Output Token Count (tokens),349.33,15.00,770.00,3144.00,16.84,24.20,33.40,138.00,217.00,729.00,754.00,762.00,768.40,296.12
Output Token Throughput Per User (tokens/sec/user),70.37,63.77,83.94,774.11,63.94,64.61,65.45,65.91,70.04,72.17,75.21,79.58,83.07,5.46
Prefill Throughput Per User (tokens/sec/user),4148.22,2271.42,5055.10,45630.42,2278.77,2308.16,2344.89,3520.80,4568.12,5016.59,5040.23,5047.66,5053.61,1092.49
Reasoning Token Count (tokens),580.64,152.00,1024.00,6387.00,160.40,194.00,236.00,250.50,295.00,997.50,1024.00,1024.00,1024.00,372.99
Request Latency (ms),14399.44,6549.29,17815.35,158393.79,6742.56,7515.66,8482.02,12236.57,16232.94,17303.70,17673.99,17744.67,17801.21,3836.64
Time to First Output Token (ms),7248.96,4647.43,12051.51,50742.70,4705.56,4938.09,5228.74,6028.63,6937.55,7524.48,9578.84,10815.17,11804.24,2195.10
Time to First Token (ms),2178.21,1621.33,3608.31,23960.32,1621.81,1623.72,1626.12,1633.78,1794.17,2505.50,3495.25,3551.78,3597.00,773.38
Time to Second Token (ms),27.28,0.09,38.73,300.05,2.28,11.06,22.02,25.02,29.08,33.00,36.57,37.65,38.52,9.92
Tokens In Flight (tokens),4532.29,0.00,9220.00,,,,,,8196.00,,8933.72,9081.00,9196.98,4286.89
Usage Completion Audio Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Completion Tokens (tokens),866.45,311.00,1024.00,9531.00,325.20,382.00,453.00,799.50,1024.00,1024.00,1024.00,1024.00,1024.00,263.37
Usage Prompt Audio Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),8196.00,8196.00,8196.00,90156.00,8196.00,8196.00,8196.00,8196.00,8196.00,8196.00,8196.00,8196.00,8196.00,0.00
Usage Reasoning Tokens (tokens),580.64,152.00,1024.00,6387.00,160.40,194.00,236.00,250.50,295.00,997.50,1024.00,1024.00,1024.00,372.99
Usage Total Tokens (tokens),9062.45,8507.00,9220.00,99687.00,8521.20,8578.00,8649.00,8995.50,9220.00,9220.00,9220.00,9220.00,9220.00,263.37

Metric,Value
Benchmark Duration (sec),158.60
Completed Requests (Success + Error),226.00
Context Overflow Count,0.00
Error Request Count,215.00
Input Token Throughput (tokens/sec),300.52
OSL Mismatch Count,3.00
Output Token Throughput (tokens/sec),31.77
Overall Usage Prompt Cache Read % (%),0.00
Request Count,11.00
Request Error Rate (%),95.13
Request Throughput (requests/sec),0.04
Total Input Sequence Length (tokens),90156.00
Total Output Sequence Length (tokens),9531.00
Total Output Tokens (tokens),3144.00
Total Reasoning Tokens (tokens),6387.00
Total Token Throughput (tokens/sec),332.29
Total Usage Completion Audio Tokens (tokens),0.00
Total Usage Completion Tokens (tokens),9531.00
Total Usage Prompt Audio Tokens (tokens),0.00
Total Usage Prompt Cache Read Tokens (tokens),0.00
Total Usage Prompt Tokens (tokens),90156.00
Total Usage Reasoning Tokens (tokens),6387.00
Total Usage Total Tokens (tokens),99687.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
