Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
OSL Mismatch Diff % (%),-58.98,-58.98,-58.98,-58.98,-58.98,-58.98,-58.98,-58.98,-58.98,-58.98,-58.98,-58.98,-58.98,0.00
Output Sequence Length (tokens),420.00,420.00,420.00,420.00,420.00,420.00,420.00,420.00,420.00,420.00,420.00,420.00,420.00,0.00
Output Token Count (tokens),216.00,216.00,216.00,216.00,216.00,216.00,216.00,216.00,216.00,216.00,216.00,216.00,216.00,0.00
Output Token Throughput Per User (tokens/sec/user),161.31,161.31,161.31,161.31,161.31,161.31,161.31,161.31,161.31,161.31,161.31,161.31,161.31,0.00
Prefill Throughput Per User (tokens/sec/user),7049.40,7049.40,7049.40,7049.40,7049.40,7049.40,7049.40,7049.40,7049.40,7049.40,7049.40,7049.40,7049.40,0.00
Reasoning Token Count (tokens),204.00,204.00,204.00,204.00,204.00,204.00,204.00,204.00,204.00,204.00,204.00,204.00,204.00,0.00
Request Latency (ms),3761.74,3761.74,3761.74,3761.74,3761.74,3761.74,3761.74,3761.74,3761.74,3761.74,3761.74,3761.74,3761.74,0.00
Time to First Output Token (ms),2416.02,2416.02,2416.02,2416.02,2416.02,2416.02,2416.02,2416.02,2416.02,2416.02,2416.02,2416.02,2416.02,0.00
Time to First Token (ms),1164.21,1164.21,1164.21,1164.21,1164.21,1164.21,1164.21,1164.21,1164.21,1164.21,1164.21,1164.21,1164.21,0.00
Time to Second Token (ms),9.76,9.76,9.76,9.76,9.76,9.76,9.76,9.76,9.76,9.76,9.76,9.76,9.76,0.00
Tokens In Flight (tokens),8349.59,0.00,8627.00,,,,,,8354.23,,8579.19,8593.26,8618.56,311.13
Usage Completion Tokens (tokens),420.00,420.00,420.00,420.00,420.00,420.00,420.00,420.00,420.00,420.00,420.00,420.00,420.00,0.00
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),8207.00,8207.00,8207.00,8207.00,8207.00,8207.00,8207.00,8207.00,8207.00,8207.00,8207.00,8207.00,8207.00,0.00
Usage Reasoning Tokens (tokens),204.00,204.00,204.00,204.00,204.00,204.00,204.00,204.00,204.00,204.00,204.00,204.00,204.00,0.00
Usage Total Tokens (tokens),8627.00,8627.00,8627.00,8627.00,8627.00,8627.00,8627.00,8627.00,8627.00,8627.00,8627.00,8627.00,8627.00,0.00

Metric,Value
Benchmark Duration (sec),3.76
Input Token Throughput (tokens/sec),2178.51
OSL Mismatch Count,1.00
Output Token Throughput (tokens/sec),111.49
Overall Usage Prompt Cache Read % (%),0.00
Request Count,1.00
Request Throughput (requests/sec),0.27
Total Input Sequence Length (tokens),8207.00
Total Output Sequence Length (tokens),420.00
Total Output Tokens (tokens),216.00
Total Reasoning Tokens (tokens),204.00
Total Token Throughput (tokens/sec),2290.00
Total Usage Completion Tokens (tokens),420.00
Total Usage Prompt Cache Read Tokens (tokens),0.00
Total Usage Prompt Tokens (tokens),8207.00
Total Usage Reasoning Tokens (tokens),204.00
Total Usage Total Tokens (tokens),8627.00
