Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Effective Prefill Throughput Per User (tokens/sec/user),984.59,0.00,10222.56,,,,,,0.00,,7484.28,8835.06,10022.10,2779.62
Effective Total Throughput (tokens/sec),1065.51,0.00,10222.56,,,,,,94.20,,7484.28,8835.06,10022.10,2751.17
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,266.47,155.00,434.00,9593.00,155.70,167.50,193.50,224.00,258.00,291.00,356.00,404.00,434.00,68.33
HTTP Chunks Sent,1.00,1.00,1.00,36.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,36.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),124.91,71.92,208.73,4496.81,72.48,79.25,89.98,104.28,120.24,135.76,172.23,188.76,207.84,32.82
HTTP Data Sent (KB),34.76,32.58,37.00,1251.47,32.58,32.58,33.37,33.92,35.08,35.28,35.67,37.00,37.00,1.15
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),8216.20,4104.68,21815.91,295783.08,4296.61,4928.59,5191.27,5780.09,6682.93,9119.16,13685.94,14823.05,19646.51,3717.08
HTTP Receiving (ms),7251.81,3112.86,20907.20,261065.31,3367.72,3968.44,4306.31,4927.96,5665.51,8029.94,12803.60,13957.77,18706.21,3723.96
HTTP Sending (ms),0.13,0.10,0.24,4.82,0.10,0.10,0.10,0.10,0.13,0.16,0.16,0.17,0.22,0.03
HTTP Total Time (ms),8216.20,4104.68,21815.91,295783.08,4296.61,4928.59,5191.27,5780.09,6682.93,9119.16,13685.94,14823.05,19646.51,3717.08
HTTP Waiting (TTFB) (ms),964.25,802.47,2475.06,34712.95,805.77,814.20,819.55,829.54,931.40,992.42,1034.54,1114.32,2017.98,270.55
Input Sequence Length (tokens),8205.00,8205.00,8205.00,295380.00,8205.00,8205.00,8205.00,8205.00,8205.00,8205.00,8205.00,8205.00,8205.00,0.00
Inter Chunk Latency (ms),27.10,0.00,14027.24,260765.23,0.00,3.98,13.35,16.29,18.82,22.13,25.79,30.94,203.01,179.17
Inter Token Latency (ms),10.81,5.79,31.82,389.21,5.92,6.91,7.33,7.58,9.14,11.90,14.50,18.91,30.51,5.29
OSL Mismatch Diff % (%),-34.05,-62.70,0.00,-1225.88,-62.29,-60.06,-49.32,-43.36,-36.52,-28.61,-7.71,0.00,0.00,15.96
Output Sequence Length (tokens),675.31,382.00,1024.00,24311.00,386.20,409.00,519.00,580.00,650.00,731.00,945.00,1024.00,1024.00,163.41
Output Token Count (tokens),541.56,289.00,871.00,18413.00,304.84,347.40,432.60,488.00,526.50,596.50,667.30,708.60,833.71,110.32
Output Token Throughput Per User (tokens/sec/user),105.93,31.43,172.75,3813.32,32.89,56.20,69.00,84.07,109.42,132.00,136.48,145.28,169.08,31.67
Prefill Throughput Per User (tokens/sec/user),8831.76,3314.62,10222.56,317943.51,4610.48,7367.48,7929.91,8265.15,8807.61,9888.25,10009.38,10075.40,10181.02,1255.89
Reasoning Token Count (tokens),163.83,0.00,1024.00,5898.00,16.80,51.75,55.50,66.25,102.50,163.00,230.50,512.50,1024.00,218.38
Request Latency (ms),8207.94,4103.54,21813.76,295485.94,4294.83,4927.77,5187.67,5778.06,6681.11,9098.69,13620.37,14822.82,19644.73,3712.55
Time to First Output Token (ms),2271.30,1169.29,9008.85,77224.24,1180.58,1349.22,1469.83,1538.42,1804.64,2354.31,3087.96,4182.88,8048.46,1460.93
Time to First Token (ms),964.46,802.64,2475.40,34720.70,805.94,814.36,819.73,829.77,931.59,992.72,1034.70,1114.55,2018.26,270.57
Time to Second Token (ms),16.17,0.00,49.12,582.18,0.00,0.00,0.00,11.40,16.87,22.32,25.18,33.45,46.26,11.34
Tokens In Flight (tokens),8398.87,0.00,9229.00,,,,,,8495.38,,8841.35,8953.78,9140.76,1030.83
Usage Accepted Prediction Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Completion Audio Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Completion Tokens (tokens),675.31,382.00,1024.00,24311.00,386.20,409.00,519.00,580.00,650.00,731.00,945.00,1024.00,1024.00,163.41
Usage Prompt Audio Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),8205.00,8205.00,8205.00,295380.00,8205.00,8205.00,8205.00,8205.00,8205.00,8205.00,8205.00,8205.00,8205.00,0.00
Usage Reasoning Tokens (tokens),163.83,0.00,1024.00,5898.00,16.80,51.75,55.50,66.25,102.50,163.00,230.50,512.50,1024.00,218.38
Usage Rejected Prediction Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Total Tokens (tokens),8880.31,8587.00,9229.00,319691.00,8591.20,8614.00,8724.00,8785.00,8855.00,8936.00,9150.00,9229.00,9229.00,163.41

Metric,Value
Benchmark Duration (sec),295.95
Input Token Throughput (tokens/sec),984.59
OSL Mismatch Count,32.00
Output Token Throughput (tokens/sec),81.04
Overall Usage Prompt Cache Read % (%),0.00
Request Count,36.00
Request Throughput (requests/sec),0.12
Total Input Sequence Length (tokens),295380.00
Total Output Sequence Length (tokens),24311.00
Total Output Tokens (tokens),18413.00
Total Reasoning Tokens (tokens),5898.00
Total Token Throughput (tokens/sec),1065.63
Total Usage Accepted Prediction Tokens (tokens),0.00
Total Usage Completion Audio Tokens (tokens),0.00
Total Usage Completion Tokens (tokens),24311.00
Total Usage Prompt Audio Tokens (tokens),0.00
Total Usage Prompt Cache Read Tokens (tokens),0.00
Total Usage Prompt Tokens (tokens),295380.00
Total Usage Reasoning Tokens (tokens),5898.00
Total Usage Rejected Prediction Tokens (tokens),0.00
Total Usage Total Tokens (tokens),319691.00
