Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
OSL Mismatch Diff % (%),-40.04,-40.04,-40.04,-40.04,-40.04,-40.04,-40.04,-40.04,-40.04,-40.04,-40.04,-40.04,-40.04,0.00
Output Sequence Length (tokens),614.00,614.00,614.00,614.00,614.00,614.00,614.00,614.00,614.00,614.00,614.00,614.00,614.00,0.00
Output Token Count (tokens),314.00,314.00,314.00,314.00,314.00,314.00,314.00,314.00,314.00,314.00,314.00,314.00,314.00,0.00
Output Token Throughput Per User (tokens/sec/user),81.16,81.16,81.16,81.16,81.16,81.16,81.16,81.16,81.16,81.16,81.16,81.16,81.16,0.00
Prefill Throughput Per User (tokens/sec/user),3996.94,3996.94,3996.94,3996.94,3996.94,3996.94,3996.94,3996.94,3996.94,3996.94,3996.94,3996.94,3996.94,0.00
Reasoning Token Count (tokens),300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,0.00
Request Latency (ms),9626.61,9626.61,9626.61,9626.61,9626.61,9626.61,9626.61,9626.61,9626.61,9626.61,9626.61,9626.61,9626.61,0.00
Time to First Output Token (ms),6391.10,6391.10,6391.10,6391.10,6391.10,6391.10,6391.10,6391.10,6391.10,6391.10,6391.10,6391.10,6391.10,0.00
Time to First Token (ms),2074.09,2074.09,2074.09,2074.09,2074.09,2074.09,2074.09,2074.09,2074.09,2074.09,2074.09,2074.09,2074.09,0.00
Time to Second Token (ms),227.92,227.92,227.92,227.92,227.92,227.92,227.92,227.92,227.92,227.92,227.92,227.92,227.92,0.00
Tokens In Flight (tokens),8515.49,0.00,8904.00,,,,,,8462.64,,8830.44,8830.44,8854.96,253.29
Usage Completion Tokens (tokens),614.00,614.00,614.00,614.00,614.00,614.00,614.00,614.00,614.00,614.00,614.00,614.00,614.00,0.00
Usage Prompt Cache Read Tokens (tokens),64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00,0.00
Usage Prompt Tokens (tokens),8290.00,8290.00,8290.00,8290.00,8290.00,8290.00,8290.00,8290.00,8290.00,8290.00,8290.00,8290.00,8290.00,0.00
Usage Reasoning Tokens (tokens),300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,0.00
Usage Total Tokens (tokens),8904.00,8904.00,8904.00,8904.00,8904.00,8904.00,8904.00,8904.00,8904.00,8904.00,8904.00,8904.00,8904.00,0.00

Metric,Value
Benchmark Duration (sec),9.63
Input Token Throughput (tokens/sec),860.40
OSL Mismatch Count,1.00
Output Token Throughput (tokens/sec),63.73
Overall Usage Prompt Cache Read % (%),0.77
Request Count,1.00
Request Throughput (requests/sec),0.10
Total Input Sequence Length (tokens),8290.00
Total Output Sequence Length (tokens),614.00
Total Output Tokens (tokens),314.00
Total Reasoning Tokens (tokens),300.00
Total Token Throughput (tokens/sec),924.12
Total Usage Completion Tokens (tokens),614.00
Total Usage Prompt Cache Read Tokens (tokens),64.00
Total Usage Prompt Tokens (tokens),8290.00
Total Usage Reasoning Tokens (tokens),300.00
Total Usage Total Tokens (tokens),8904.00
