Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Inter Token Latency (ms),6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,0.00
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.00
Output Token Throughput Per User (tokens/sec/user),148.20,148.20,148.20,148.20,148.20,148.20,148.20,148.20,148.20,148.20,148.20,148.20,148.20,0.00
Prefill Throughput Per User (tokens/sec/user),4740.66,4740.66,4740.66,4740.66,4740.66,4740.66,4740.66,4740.66,4740.66,4740.66,4740.66,4740.66,4740.66,0.00
Reasoning Token Count (tokens),1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.00
Request Latency (ms),8632.65,8632.65,8632.65,8632.65,8632.65,8632.65,8632.65,8632.65,8632.65,8632.65,8632.65,8632.65,8632.65,0.00
Time to First Token (ms),1729.72,1729.72,1729.72,1729.72,1729.72,1729.72,1729.72,1729.72,1729.72,1729.72,1729.72,1729.72,1729.72,0.00
Time to Second Token (ms),8.56,8.56,8.56,8.56,8.56,8.56,8.56,8.56,8.56,8.56,8.56,8.56,8.56,0.00
Tokens In Flight (tokens),8602.50,0.00,9224.00,,,,,,8583.22,,9097.53,9162.17,9212.76,421.95
Usage Completion Audio Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Completion Tokens (tokens),1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.00
Usage Prompt Audio Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),8200.00,8200.00,8200.00,8200.00,8200.00,8200.00,8200.00,8200.00,8200.00,8200.00,8200.00,8200.00,8200.00,0.00
Usage Reasoning Tokens (tokens),1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.00
Usage Total Tokens (tokens),9224.00,9224.00,9224.00,9224.00,9224.00,9224.00,9224.00,9224.00,9224.00,9224.00,9224.00,9224.00,9224.00,0.00

Metric,Value
Benchmark Duration (sec),8.63
Input Token Throughput (tokens/sec),947.68
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),118.34
Overall Usage Prompt Cache Read % (%),0.00
Request Count,1.00
Request Throughput (requests/sec),0.12
Total Input Sequence Length (tokens),8200.00
Total Output Sequence Length (tokens),1024.00
Total Reasoning Tokens (tokens),1024.00
Total Token Throughput (tokens/sec),1066.03
Total Usage Completion Audio Tokens (tokens),0.00
Total Usage Completion Tokens (tokens),1024.00
Total Usage Prompt Audio Tokens (tokens),0.00
Total Usage Prompt Cache Read Tokens (tokens),0.00
Total Usage Prompt Tokens (tokens),8200.00
Total Usage Reasoning Tokens (tokens),1024.00
Total Usage Total Tokens (tokens),9224.00
